Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
TAF9	0.252731	0.170902	0.109998	0.128609	0.17138	0.161966	0.229349	0.178502	0.145687
TAGLN	0.020894	0.026998	0.023624	0.019281	0.025621	0.026393	0.020453	0.019857	0.019636
TAL1	0.00158	0.00192	0.001443	0.00115	0.001254	0.001917	0.0	0.00156	0.001048
TARBP1	0.080509	0.027548	0.017406	0.027105	0.047411	0.060836	0.027775	0.032877	0.040438
TARDBP	0.202497	0.038304	0.036378	0.056847	0.069062	0.147968	0.040002	0.0532	0.057612
TARP	0.000697	0.000415	0.000598	0.005934	0.000361	0.000392	0.0	0.00076	0.001244
TBC1D3	0.008673	0.0	0.050429	0.035715	0.034891	0.03488	0.033873	0.005508	0.006346
TBC1D3C	0.042	0.017298	0.047129	0.045291	0.022147	0.009262	0.038236	0.044272	0.029434
TBC1D3F	0.022387	0.019427	0.048801	0.037935	0.022102	0.009326	0.003887	0.028665	0.030042
TBC1D3H	0.045997	0.002424	0.046085	0.044607	0.018962	0.009439	0.004978	0.031028	0.028088
TBC1D9	0.005136	0.024915	0.004617	0.004915	0.08453	0.019455	0.014676	0.004321	0.000769
TBPL1	0.038117	0.030667	0.041908	0.049016	0.034895	0.035395	0.027608	0.037522	0.038439
TBX21	0.000906	0.000129	0.0	0.104956	0.002539	0.001178	0.00082	0.002822	0.024253
TBXAS1	0.002654	0.142688	0.206972	0.025509	0.004867	0.002689	0.057526	0.008291	0.002803
TCAP	0.000355	0.000321	0.00066	0.000254	0.000353	0.000392	0.0	0.000215	0.000262
TCEA1	0.282414	0.16066	0.101454	0.244636	0.467664	0.320644	0.347671	0.315399	0.291822
TCF12	0.27996	0.203594	0.129644	0.18022	0.258676	0.42676	0.189255	0.178719	0.189397
TCF4	0.035358	0.041624	0.036514	0.037966	0.229767	0.163488	0.041112	0.029398	0.03224
TCF7	0.21358	0.003162	0.00328	0.006128	0.004311	0.003503	0.0	0.096978	0.074192
TCFL5	0.004457	0.004098	0.005553	0.004691	0.004514	0.003976	0.003329	0.004342	0.00446
TCL1A	0.000571	0.000728	0.000578	0.000819	0.001153	0.020652	0.0	0.000574	0.000532
TCTN2	0.094374	0.068914	0.065167	0.087326	0.096584	0.098495	0.098504	0.090558	0.093033
TDO2	0.0	0.023919	0.008212	0.050378	0.057894	0.021338	0.07456	0.038979	0.044669
TDRD7	0.04128	0.054146	0.072693	0.044382	0.045911	0.051836	0.042989	0.041839	0.042141
TEK	0.05663	0.015744	0.081567	0.0	0.01872	0.007971	0.027652	0.043952	0.011008
TERF2	0.148803	0.132259	0.173706	0.181175	0.20745	0.191254	0.121365	0.176676	0.174624
TEX14	0.001662	0.000593	0.000739	0.0	0.000578	0.001891	0.00425	0.00126	0.00049
TEX30	0.003383	0.002639	0.003299	0.003759	0.00321	0.003151	0.004383	0.003603	0.003473
TFB2M	0.028745	0.026506	0.026131	0.032805	0.031941	0.033824	0.029819	0.033282	0.034163
TFDP1	0.002318	0.002718	0.002659	0.001692	0.002669	0.001429	0.002903	0.002826	0.002701
TFEC	0.004359	0.024461	0.007093	0.005067	0.027277	0.006654	0.038046	0.001878	0.0
TGFBR3	0.010776	0.008276	0.008173	0.105887	0.006867	0.006512	0.007207	0.015995	0.058574
TGM2	0.001278	0.001388	0.000541	0.0	0.001277	0.000791	0.010638	0.000898	0.000608
THBD	0.030366	0.065158	0.129452	0.029138	0.0	0.027007	0.048129	0.028418	0.029663
THBS1	0.017324	0.971931	0.009261	0.012676	0.002892	0.007755	0.0	0.008305	0.008
TICAM1	0.011686	0.019984	0.021171	0.013196	0.01594	0.014792	0.015683	0.014138	0.012215
TIMP3	0.015757	0.005028	0.014721	0.014176	0.017833	0.017989	0.099088	0.01057	0.005369
TIMP4	0.0	0.005315	0.000839	0.0018	0.010509	0.00915	0.015932	0.003027	0.002862
TK1	0.001168	0.002394	0.004368	0.00595	0.004607	0.00309	0.010588	0.003349	0.004485
TKTL1	0.00497	0.003119	0.004398	0.01013	0.003444	0.003432	0.0	0.005443	0.004964
TLR2	0.000782	0.026475	0.032376	0.000151	0.000673	0.000919	0.001609	0.000663	0.0
TLR7	0.000368	0.009004	0.002458	0.000873	0.00632	0.00661	0.004306	0.0	0.001364
TM4SF1	0.051317	0.001089	0.009096	0.015749	0.031025	0.003105	0.042423	0.014504	0.021933
TMCC2	0.000763	0.000612	0.0	0.000684	0.000841	0.000975	0.001045	0.000901	0.001378
TMEM106C	0.069212	0.046005	0.047611	0.065002	0.062656	0.061637	0.064271	0.064723	0.066607
TMEM132A	0.002425	0.005792	0.007246	0.003446	0.007187	0.005777	0.005976	0.003375	0.003367
TMEM176B	0.002642	0.052926	0.004537	0.003363	0.003962	0.00408	0.028699	0.0	0.000429
TMEM204	0.017266	0.005462	0.002131	0.014096	0.005598	0.006465	0.000148	0.023245	0.016655
TMEM8B	0.003594	0.004272	0.002336	0.0028	0.003883	0.003703	0.0	0.002972	0.002986
TMEM97	0.003002	0.002328	0.001733	0.003247	0.002756	0.002814	0.002958	0.002933	0.002674
TMOD1	0.003041	0.002483	0.00073	0.003556	0.003125	0.003279	0.002512	0.003173	0.002631
TMSB15B	0.003786	0.002692	0.0	0.003544	0.003657	0.003753	0.002911	0.003544	0.003486
TNFAIP3	0.125049	0.252394	0.025838	0.02023	0.003785	0.004633	0.005213	0.13824	0.06054
TNFAIP6	0.000459	0.007321	0.013283	0.003466	0.003328	0.003536	0.004464	0.000673	0.0
TNFAIP8	0.177718	0.030734	0.014071	0.075536	0.11292	0.109771	0.014279	0.156114	0.120895
TNFRSF12A	0.002153	0.00662	0.014092	0.004824	0.003008	0.003257	0.020882	0.003462	0.002646
TNFRSF14	0.095408	0.073965	0.107335	0.110939	0.11151	0.098837	0.17591	0.131051	0.113402
TNFRSF17	0.00705	0.003674	0.001648	0.004371	0.008567	0.008583	0.005148	0.001832	0.0
TNFRSF21	0.01849	0.023652	0.00691	0.0	0.022725	0.021804	0.054406	0.018079	0.000489
TNFSF10	0.011073	0.049924	0.15632	0.010324	0.006422	0.006283	0.006117	0.019603	0.009382
TNFSF13	0.00148	0.049152	0.004638	0.001451	0.002821	0.003532	0.005151	0.000932	0.001641
TNFSF9	0.000818	0.016116	0.0	0.003557	0.039325	0.010767	0.012311	0.009283	0.016425
TNNC1	0.000577	0.000309	0.000351	0.000431	0.000496	0.000499	0.0	0.000573	0.000489
TNNI2	0.0	0.000298	0.000583	0.000127	0.000183	0.000186	0.000667	6e-06	7.5e-05
TNNT1	0.000359	0.000846	0.000505	0.000174	0.000366	0.0	0.000732	0.000208	0.000168
TNNT3	0.001597	0.00059	0.002524	0.000878	0.001335	0.001583	0.0	0.000842	0.000735
TOP2A	0.00094	0.000832	0.001927	0.001885	0.000674	0.001085	0.003196	0.001574	0.001666
TOP3B	0.043534	0.034269	0.030656	0.037219	0.044631	0.054083	0.025306	0.034413	0.037739
TOX	0.008151	0.004907	0.006959	0.014396	0.006442	0.004395	0.0	0.009875	0.011003
TP53TG3D	0.013383	0.0	0.009163	0.01191	0.013404	0.015358	0.008463	0.010974	0.013755
TPD52	0.028069	0.019041	0.018478	0.028701	0.086178	0.16139	0.022699	0.030316	0.024617
TPD52L1	0.052724	0.041162	0.049615	0.056863	0.040763	0.04058	0.079164	0.054098	0.050058
TPGS2	0.046931	0.041006	0.03593	0.048171	0.046001	0.044797	0.069333	0.049731	0.051254
TPM1	0.007369	0.007252	0.008239	0.007075	0.006712	0.00653	0.006815	0.006647	0.00683
TPM2	0.010898	0.006263	0.00746	0.006868	0.005515	0.005769	0.007626	0.007914	0.007132
TPM3	0.057398	0.073199	0.0814	0.074485	0.063519	0.04563	0.076869	0.063653	0.063653
TPP2	0.143756	0.031239	0.006756	0.038942	0.013129	0.032529	0.014458	0.037205	0.04597
TPST2	0.002343	0.004826	0.005983	0.035908	0.002393	0.002604	0.00632	0.003417	0.012562
TRAF1	0.023186	0.01116	0.004025	0.007361	0.004623	0.005113	0.005031	0.027257	0.025057
TRAF3IP3	0.178237	0.033891	0.014342	0.079924	0.066985	0.071063	0.002305	0.096908	0.102383
TRAF5	0.010406	0.002814	0.00212	0.006955	0.034046	0.050237	0.003223	0.007982	0.010482
TRAK2	0.010113	0.006771	0.007183	0.007258	0.006098	0.018453	0.010033	0.009649	0.007908
TRANK1	0.059808	0.0148	0.344181	0.149501	0.156053	0.038655	0.013523	0.083272	0.139334
TRAT1	0.218626	0.009412	0.006911	0.010638	0.004544	0.006566	0.0	0.172605	0.109397
TREM1	0.008872	0.115779	0.550385	0.011965	0.0	0.013434	0.012086	0.005665	0.01002
TRIB1	0.003964	0.024727	0.045396	0.003107	0.004872	0.004836	0.005889	0.004046	0.003794
TRIB2	0.065413	0.007351	0.008897	0.047867	0.016566	0.048148	0.001881	0.071202	0.023945
TRIB3	0.000988	0.001219	0.001288	0.00196	0.001992	0.001291	0.00306	0.000934	0.00119
TRIM58	0.000312	0.001655	0.000913	0.000613	0.000573	0.00126	0.000884	0.000839	0.0
TRIP10	0.047722	0.053942	0.050909	0.049432	0.05655	0.053436	0.064025	0.051351	0.051754
TRIP13	0.002456	0.0	0.001905	0.006941	0.007276	0.006915	0.009587	0.004328	0.006021
TRMT1	0.050143	0.018145	0.005562	0.013072	0.04548	0.030596	0.01789	0.030406	0.023631
TRRAP	0.08002	0.052433	0.062755	0.057771	0.091876	0.107233	0.027609	0.077254	0.076873
TSC22D1	0.288758	0.279518	0.238268	0.304618	0.258029	0.259452	0.968939	0.281673	0.293466
TSPAN13	0.0441	0.042664	0.059085	0.051033	0.074509	0.257028	0.052947	0.042741	0.042212
TSPAN5	0.01405	0.009216	0.008663	0.016562	0.013603	0.013389	0.009388	0.016848	0.016705
TSPYL5	0.036891	0.034042	0.02424	0.039919	0.043151	0.046655	0.038728	0.037698	0.037633
TST	0.024467	0.040746	0.050336	0.033448	0.029667	0.027691	0.044859	0.027821	0.028645
TTK	0.001152	0.0	0.002309	0.003486	0.000679	0.001804	0.004655	0.002156	0.002376
TTLL12	0.012175	0.015958	0.016419	0.014874	0.01168	0.01047	0.02048	0.01366	0.013543
TTN	0.000327	5e-05	6.7e-05	7.1e-05	0.000179	0.000161	0.0	0.000101	0.000101
TUBA1C	0.189335	0.261157	0.250734	0.199215	0.206191	0.178745	1.0	0.243999	0.233455
TUBB2B	0.023584	0.02972	0.007003	0.02816	0.033736	0.028786	0.03866	0.032604	0.027629
TUBB6	0.014417	0.02175	0.013706	0.015693	0.023553	0.019061	0.075114	0.015732	0.015768
TXK	0.123255	0.002018	0.003635	0.119334	0.001813	0.002199	0.000239	0.012086	0.007444
TYMP	0.001213	0.083039	0.061302	0.002575	0.00427	0.002226	0.026179	0.003052	0.00282
TYMS	0.002792	0.002136	0.00352	0.003954	0.0	0.000659	0.003951	0.003136	0.003784
TYROBP	0.00103	0.051238	0.074064	0.031387	0.000978	0.00089	0.047992	0.000852	0.0012
UBASH3A	0.033381	0.014676	0.003473	0.015539	0.004791	0.013563	0.0	0.032214	0.025933
UBE2C	0.015067	0.01735	0.029402	0.02129	0.015098	0.014738	0.026269	0.015388	0.018724
UBE2L3	0.055908	0.061746	0.056286	0.080054	0.056867	0.051421	0.083919	0.065567	0.067299
UBR7	0.029909	0.029169	0.033655	0.037494	0.032463	0.0307	0.048277	0.03259	0.031819
UFL1	0.243718	0.196516	0.12898	0.200668	0.183798	0.214029	0.227821	0.203669	0.191746
UGCG	0.008898	0.00692	0.010711	0.006884	0.01113	0.009748	0.017631	0.008982	0.007482
UNC119	0.023811	0.069176	0.135275	0.032621	0.064958	0.033457	0.027443	0.027646	0.020771
UNG	0.020772	0.012125	0.010171	0.035662	0.026909	0.021473	0.030177	0.038015	0.031793
UPP1	0.014707	0.019333	0.005588	0.013279	0.001614	0.002011	0.023519	0.016705	0.009958
UROD	0.033724	0.025482	0.020782	0.0313	0.035986	0.029063	0.068579	0.033738	0.033366
USP1	0.023173	0.015068	0.018343	0.025265	0.023276	0.022585	0.013805	0.036054	0.033806
USP13	0.006395	0.00446	0.002125	0.0046	0.006748	0.006689	0.005007	0.006575	0.006203
UTRN	0.174043	0.200469	0.071784	0.24964	0.117054	0.213158	0.053053	0.109868	0.157505
VAMP7	0.042071	0.06263	0.047305	0.057278	0.043475	0.038857	0.076663	0.047653	0.048524
VCAM1	0.00376	0.0	0.005085	0.004609	0.004515	0.001822	0.006167	0.005257	0.008204
VCAN	0.0	0.467608	0.005041	0.003446	0.001965	0.003671	0.003468	0.002041	0.000305
VIM	0.1974	0.668167	0.16711	0.080043	0.142532	0.068864	1.0	0.246765	0.221737
VNN2	0.002324	0.028657	0.165265	0.002389	0.002677	0.002686	0.001537	0.001109	0.002678
VPREB3	0.001163	0.000924	0.0	0.001287	0.019305	0.018723	0.001304	0.000234	0.001243
VRK1	0.015264	0.004985	0.003997	0.019429	0.017181	0.033607	0.002876	0.015726	0.014971
WARS	0.014477	0.195552	0.069839	0.018071	0.045073	0.040068	0.31834	0.015679	0.016023
WDR12	0.035714	0.030789	0.024258	0.028271	0.030804	0.027449	0.043698	0.031014	0.030766
WDR43	0.116375	0.043159	0.011496	0.040333	0.071112	0.06949	0.061629	0.071794	0.072418
WEE1	0.016345	0.015448	0.01904	0.030751	0.043066	0.03146	0.021388	0.023466	0.027788
WFS1	0.055073	0.047459	0.039148	0.058507	0.05718	0.058032	0.069474	0.055727	0.052867
WRN	0.022659	0.014226	0.01466	0.015699	0.015812	0.022797	0.012901	0.014784	0.014911
WWC1	0.034634	0.007513	0.0	0.029289	0.042569	0.038062	0.035719	0.041007	0.032489
WWTR1	0.033271	0.004468	0.033295	0.033229	0.027665	0.032187	0.104554	0.032189	0.038286
XAGE1E	0.0	0.053654	0.013834	0.0219	0.006691	0.038742	0.026473	0.020942	0.028303
XCL2	0.003176	0.002808	0.002852	0.029214	0.0	0.002498	0.000546	0.002915	0.00352
XIST	0.346179	0.153789	0.037613	0.148439	0.505437	0.488123	0.075449	0.31876	0.025699
XPO7	0.002563	0.002587	0.002506	0.002357	0.002299	0.002988	0.001995	0.002113	0.002314
YPEL1	0.000921	0.000315	0.002135	0.009869	0.002638	0.002744	8.9e-05	0.001576	0.003972
ZAP70	0.04122	0.000988	0.000625	0.074553	0.000725	0.000973	0.0	0.048518	0.061483
ZC3HAV1	0.078847	0.007884	0.034956	0.029005	0.023155	0.035428	0.006064	0.050208	0.034394
ZCCHC14	0.017843	0.015276	0.017003	0.015426	0.011298	0.010707	0.014919	0.016067	0.015357
ZDHHC14	0.001566	0.002961	0.000973	0.004117	0.0045	0.004871	0.002716	0.002337	0.003828
ZMIZ1	0.134347	0.21635	0.29923	0.140399	0.136636	0.122427	0.168759	0.14112	0.138553
ZMYND10	0.00477	0.00382	0.011122	0.009261	0.004296	0.003126	0.003067	0.001908	0.006078
ZNF106	0.076011	0.29951	0.216243	0.080927	0.081652	0.074839	0.102356	0.075675	0.075718
ZNF107	0.140531	0.054791	0.149114	0.066237	0.153224	0.497276	0.048687	0.083567	0.077683
ZNF22	0.006895	0.004109	0.001888	0.009752	0.007544	0.007884	0.003252	0.006192	0.007572
ZNF266	0.038234	0.012922	0.014848	0.037309	0.026537	0.045008	0.010281	0.023689	0.039891
ZNF395	0.016682	0.010021	0.007495	0.009796	0.032297	0.043618	0.008249	0.012953	0.010819
ZNF528	0.186791	0.125495	0.134583	0.136451	0.157334	0.278673	0.192194	0.131943	0.144208
ZNF747	0.147887	0.14472	0.159509	0.144125	0.157565	0.163676	0.135212	0.145802	0.146708
ZNF816	0.039793	0.032714	0.037832	0.045896	0.039598	0.046022	0.038149	0.038357	0.04181
ZNHIT6	0.01547	0.006893	0.0	0.011317	0.010571	0.009473	0.008251	0.012822	0.012453
ZP3	0.007927	0.00957	0.006988	0.005813	0.007418	0.005586	0.008235	0.006004	0.005299
ZWINT	0.000803	0.00025	0.000286	0.000632	0.000249	0.0	0.001497	0.000674	0.000648
